phase,case,step,particle,gauge,chi_read,tau_read,delta_chi_read,R_read,eta_mode,delta_chi_gauge_offset,delta_tau_gauge_offset,phase_bias,gain,nh_c
phase1_readout_only,readout_no_feedback,19,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,20,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,20,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,20,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,20,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,20,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,20,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,20,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,20,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,20,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,20,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,20,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,20,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,20,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,21,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,21,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,21,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,21,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,21,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,21,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,21,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,21,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,21,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,21,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,21,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,21,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,21,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,22,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,22,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,22,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,22,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,22,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,22,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,22,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,22,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,22,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,22,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,22,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,22,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,22,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,23,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,23,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,23,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,23,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,23,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,23,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,23,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,23,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,23,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,23,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,23,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,23,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,23,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,24,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,24,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,24,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,24,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,24,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,24,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,24,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,24,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
phase1_readout_only,readout_no_feedback,24,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
phase1_readout_only,readout_no_feedback,24,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
phase1_readout_only,readout_no_feedback,24,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
phase1_readout_only,readout_no_feedback,24,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
phase1_readout_only,readout_no_feedback,24,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
closure_reselection_control,amplitude_only_A,0,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
closure_reselection_control,amplitude_only_A,0,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
closure_reselection_control,amplitude_only_A,0,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
closure_reselection_control,amplitude_only_A,0,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
closure_reselection_control,amplitude_only_A,0,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
closure_reselection_control,amplitude_only_A,0,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
closure_reselection_control,amplitude_only_A,0,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
closure_reselection_control,amplitude_only_A,0,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
closure_reselection_control,amplitude_only_A,0,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
closure_reselection_control,amplitude_only_A,0,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
closure_reselection_control,amplitude_only_A,0,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
closure_reselection_control,amplitude_only_A,0,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
closure_reselection_control,amplitude_only_A,0,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
closure_reselection_control,phase_seed_A,0,A,g0,-0.24999997,0.0,3.00000000119649e-08,1.0,1,0.0,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,A,g_chi_plus,-0.24949996999999996,0.0,3.0000000039720476e-08,1.0,1,0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,A,g_chi_minus,-0.25049996999999996,0.0,3.0000000039720476e-08,1.0,1,-0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,A,g_tau_plus,-0.24999997,0.0004999999999999999,3.00000000119649e-08,1.0,1,0.0,0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,A,g_tau_minus,-0.24999997,-0.0004999999999999999,3.00000000119649e-08,1.0,1,0.0,-0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,A,g_phase_plus,-0.24999996999999996,0.0,3.00000000119649e-08,1.0,1,0.0,0.0,0.17,1.0,33
closure_reselection_control,phase_seed_A,0,A,g_phase_minus,-0.24999997000000002,0.0,2.9999999984209325e-08,1.0,1,0.0,0.0,-0.23,1.0,33
closure_reselection_control,phase_seed_A,0,A,g_gain_high,-0.24999997,0.0,3.00000000119649e-08,1.25,1,0.0,0.0,0.0,1.25,33
closure_reselection_control,phase_seed_A,0,A,g_width_high,-0.24999997,0.0,3.00000000119649e-08,1.0,1,0.0,0.0,0.0,1.0,65
closure_reselection_control,phase_seed_A,0,B,g0,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,B,g_chi_plus,0.2505,0.0,0.0,1.5625,2,0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,B,g_chi_minus,0.2495,0.0,0.0,1.5625,2,-0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,B,g_tau_plus,0.25,0.0004999999999999999,0.0,1.5625,2,0.0,0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,B,g_tau_minus,0.25,-0.0004999999999999999,0.0,1.5625,2,0.0,-0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,B,g_phase_plus,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.17,1.0,33
closure_reselection_control,phase_seed_A,0,B,g_phase_minus,0.24999999999999997,0.0,0.0,1.5625,2,0.0,0.0,-0.23,1.0,33
closure_reselection_control,phase_seed_A,0,B,g_gain_high,0.25,0.0,0.0,1.953125,2,0.0,0.0,0.0,1.25,33
closure_reselection_control,phase_seed_A,0,B,g_width_high,0.25,0.0,0.0,1.5625,2,0.0,0.0,0.0,1.0,65
closure_reselection_control,phase_seed_A,0,C,g0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,C,g_chi_plus,0.0004999999999999999,0.0,0.0,100.0,0,0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,C,g_chi_minus,-0.0004999999999999999,0.0,0.0,100.0,0,-0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,C,g_tau_plus,0.0,0.0004999999999999999,0.0,100.0,0,0.0,0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,C,g_tau_minus,0.0,-0.0004999999999999999,0.0,100.0,0,0.0,-0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_A,0,C,g_phase_plus,1.6918234906699602e-17,0.0,0.0,100.0,0,0.0,0.0,0.17,1.0,33
closure_reselection_control,phase_seed_A,0,C,g_phase_minus,-2.279775235351884e-17,0.0,0.0,100.0,0,0.0,0.0,-0.23,1.0,33
closure_reselection_control,phase_seed_A,0,C,g_gain_high,0.0,0.0,0.0,125.0,0,0.0,0.0,0.0,1.25,33
closure_reselection_control,phase_seed_A,0,C,g_width_high,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,1.0,65
closure_reselection_control,phase_seed_B,0,A,g0,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_B,0,A,g_chi_plus,-0.2495,0.0,0.0,1.0,1,0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_B,0,A,g_chi_minus,-0.2505,0.0,0.0,1.0,1,-0.0005,0.0,0.0,1.0,33
closure_reselection_control,phase_seed_B,0,A,g_tau_plus,-0.25,0.0004999999999999999,0.0,1.0,1,0.0,0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_B,0,A,g_tau_minus,-0.25,-0.0004999999999999999,0.0,1.0,1,0.0,-0.0005,0.0,1.0,33
closure_reselection_control,phase_seed_B,0,A,g_phase_plus,-0.24999999999999997,0.0,0.0,1.0,1,0.0,0.0,0.17,1.0,33
closure_reselection_control,phase_seed_B,0,A,g_phase_minus,-0.25,0.0,0.0,1.0,1,0.0,0.0,-0.23,1.0,33
closure_reselection_control,phase_seed_B,0,A,g_gain_high,-0.25,0.0,0.0,1.25,1,0.0,0.0,0.0,1.25,33
closure_reselection_control,phase_seed_B,0,A,g_width_high,-0.25,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,65
